02,Albacete,02051,MONTEALEGRE DEL CASTILLO,02051-MONTEALEGRE DEL CASTILLO
02,Albacete,02052,MOTILLEJA,02052-MOTILLEJA
02,Albacete,02053,MUNERA,02053-MUNERA
02,Albacete,02054,NAVAS DE JORQUERA,02054-NAVAS DE JORQUERA
02,Albacete,02055,NERPIO,02055-NERPIO
02,Albacete,02056,ONTUR,02056-ONTUR
02,Albacete,02057,OSSA DE MONTIEL,02057-OSSA DE MONTIEL
02,Albacete,02058,PATERNA DEL MADERA,02058-PATERNA DEL MADERA
02,Albacete,02059,PEÑASCOSA,02059-PEÑASCOSA
02,Albacete,02060,PEÑAS DE SAN PEDRO,02060-PEÑAS DE SAN PEDRO
02,Albacete,02061,PETROLA,02061-PETROLA
02,Albacete,02062,POVEDILLA,02062-POVEDILLA
02,Albacete,02063,POZOHONDO,02063-POZOHONDO
02,Albacete,02064,POZO-LORENTE,02064-POZO-LORENTE
02,Albacete,02065,POZUELO,02065-POZUELO
02,Albacete,02066,LA RECUEJA,02066-LA RECUEJA
02,Albacete,02067,RIOPAR,02067-RIOPAR
02,Albacete,02068,ROBLEDO,02068-ROBLEDO
02,Albacete,02069,LA RODA,02069-LA RODA
02,Albacete,02070,SALOBRE,02070-SALOBRE
02,Albacete,02071,SAN PEDRO,02071-SAN PEDRO
02,Albacete,02072,SOCOVOS,02072-SOCOVOS
02,Albacete,02073,TARAZONA DE LA MANCHA,02073-TARAZONA DE LA MANCHA
02,Albacete,02074,TOBARRA,02074-TOBARRA
02,Albacete,02075,VALDEGANGA,02075-VALDEGANGA
02,Albacete,02076,VIANOS,02076-VIANOS
02,Albacete,02077,VILLA DE VES,02077-VILLA DE VES
02,Albacete,02078,VILLALGORDO DEL JUCAR,02078-VILLALGORDO DEL JUCAR
02,Albacete,02079,VILLAMALEA,02079-VILLAMALEA
02,Albacete,02080,VILLAPALACIOS,02080-VILLAPALACIOS
02,Albacete,02081,VILLARROBLEDO,02081-VILLARROBLEDO
02,Albacete,02082,VILLATOYA,02082-VILLATOYA
02,Albacete,02083,VILLAVALIENTE,02083-VILLAVALIENTE
02,Albacete,02084,VILLAVERDE DE GUADALIMAR,02084-VILLAVERDE DE GUADALIMAR
02,Albacete,02085,VIVEROS,02085-VIVEROS
02,Albacete,02086,YESTE,02086-YESTE
02,Albacete,02087,POZO CAÑADA,02087-POZO CAÑADA
02,Albacete,02900,ALBACETE,02900-ALBACETE
03,Alicante,03001,ADSUBIA,03001-ADSUBIA
03,Alicante,03002,AGOST,03002-AGOST
03,Alicante,03003,AGRES,03003-AGRES
03,Alicante,03004,AIGUES,03004-AIGUES
03,Alicante,03005,ALBATERA,03005-ALBATERA
03,Alicante,03006,ALCALALI,03006-ALCALALI
03,Alicante,03007,ALCOCER DE PLANES,03007-ALCOCER DE PLANES
03,Alicante,03008,ALCOLEJA,03008-ALCOLEJA
03,Alicante,03009,ALCOY/ALCOI,03009-ALCOY/ALCOI
03,Alicante,03010,ALFAFARA,03010-ALFAFARA
03,Alicante,03011,L'ALFAS DEL PI,03011-L'ALFAS DEL PI
03,Alicante,03012,ALGORFA,03012-ALGORFA
03,Alicante,03013,ALGUEÑA,03013-ALGUEÑA
03,Alicante,03015,ALMORADI,03015-ALMORADI
03,Alicante,03016,ALMUDAINA,03016-ALMUDAINA
03,Alicante,03017,L'ALQUERIA D'ASNAR,03017-L'ALQUERIA D'ASNAR
03,Alicante,03018,ALTEA,03018-ALTEA
03,Alicante,03019,ASPE,03019-ASPE
03,Alicante,03020,BALONES,03020-BALONES
03,Alicante,03021,BANYERES DE MARIOLA,03021-BANYERES DE MARIOLA
03,Alicante,03022,BENASAU,03022-BENASAU
03,Alicante,03023,BENEIXAMA,03023-BENEIXAMA
03,Alicante,03024,BENEJUZAR,03024-BENEJUZAR
03,Alicante,03025,BENFERRI,03025-BENFERRI
03,Alicante,03026,BENIARBEIG,03026-BENIARBEIG
03,Alicante,03027,BENIARDA,03027-BENIARDA
03,Alicante,03028,BENIARRES,03028-BENIARRES
03,Alicante,03029,BENIGEMBLA,03029-BENIGEMBLA
03,Alicante,03030,BENIDOLEIG,03030-BENIDOLEIG
03,Alicante,03031,BENIDORM,03031-BENIDORM
03,Alicante,03032,BENIFALLIM,03032-BENIFALLIM
03,Alicante,03033,BENIFATO,03033-BENIFATO
03,Alicante,03034,BENIJOFAR,03034-BENIJOFAR
03,Alicante,03035,BENILLOBA,03035-BENILLOBA
03,Alicante,03036,BENILLUP,03036-BENILLUP
03,Alicante,03037,BENIMANTELL,03037-BENIMANTELL
03,Alicante,03038,BENIMARFULL,03038-BENIMARFULL
03,Alicante,03039,BENIMASSOT,03039-BENIMASSOT
03,Alicante,03040,BENIMELI,03040-BENIMELI
03,Alicante,03041,BENISSA,03041-BENISSA
03,Alicante,03042,BENITACHELL / EL POBLE NOU,03042-BENITACHELL / EL POBLE NOU
03,Alicante,03043,BIAR,03043-BIAR
03,Alicante,03044,BIGASTRO,03044-BIGASTRO
03,Alicante,03045,BOLULLA,03045-BOLULLA
03,Alicante,03046,BUSOT,03046-BUSOT
03,Alicante,03047,CALP,03047-CALP
03,Alicante,03048,CALLOSA D'EN SARRIA,03048-CALLOSA D'EN SARRIA
03,Alicante,03049,CALLOSA DE SEGURA,03049-CALLOSA DE SEGURA
03,Alicante,03050,EL CAMPELLO,03050-EL CAMPELLO
03,Alicante,03051,CAMPO DE MIRRA / EL CAMP DE MI,03051-CAMPO DE MIRRA / EL CAMP DE MI
03,Alicante,03052,CAÑADA,03052-CAÑADA
03,Alicante,03053,CASTALLA,03053-CASTALLA
03,Alicante,03054,CASTELL DE CASTELLS,03054-CASTELL DE CASTELLS
03,Alicante,03055,CATRAL,03055-CATRAL
03,Alicante,03056,COCENTAINA,03056-COCENTAINA
03,Alicante,03057,CONFRIDES,03057-CONFRIDES
03,Alicante,03058,COX,03058-COX
03,Alicante,03059,CREVILLENT,03059-CREVILLENT
03,Alicante,03060,QUATRETONDETA,03060-QUATRETONDETA
03,Alicante,03061,DAYA NUEVA,03061-DAYA NUEVA
03,Alicante,03062,DAYA VIEJA,03062-DAYA VIEJA
03,Alicante,03063,DENIA,03063-DENIA
03,Alicante,03064,DOLORES,03064-DOLORES
03,Alicante,03065,ELCHE/ELX,03065-ELCHE/ELX
03,Alicante,03066,ELDA,03066-ELDA
03,Alicante,03067,FACHECA,03067-FACHECA
03,Alicante,03068,FAMORCA,03068-FAMORCA
03,Alicante,03069,FINESTRAT,03069-FINESTRAT
03,Alicante,03070,FORMENTERA DEL SEGURA,03070-FORMENTERA DEL SEGURA
03,Alicante,03071,GATA DE GORGOS,03071-GATA DE GORGOS
03,Alicante,03072,GAIANES,03072-GAIANES
03,Alicante,03073,GORGA,03073-GORGA
03,Alicante,03074,GRANJA DE ROCAMORA,03074-GRANJA DE ROCAMORA
03,Alicante,03075,EL CASTELL DE GUADALEST,03075-EL CASTELL DE GUADALEST
03,Alicante,03076,GUARDAMAR DEL SEGURA,03076-GUARDAMAR DEL SEGURA
03,Alicante,03077,EL FONDO DE LES NEUS / HONDON,03077-EL FONDO DE LES NEUS / HONDON
03,Alicante,03078,HONDON DE LOS FRAILES,03078-HONDON DE LOS FRAILES
03,Alicante,03079,IBI,03079-IBI
03,Alicante,03080,JACARILLA,03080-JACARILLA
03,Alicante,03081,XALO,03081-XALO
03,Alicante,03082,JAVEA/XABIA,03082-JAVEA/XABIA
03,Alicante,03083,JIJONA/XIXONA,03083-JIJONA/XIXONA
03,Alicante,03084,LORCHA/L'ORXA,03084-LORCHA/L'ORXA
03,Alicante,03085,LLIBER,03085-LLIBER
03,Alicante,03086,MILLENA,03086-MILLENA
03,Alicante,03088,MONFORTE DEL CID,03088-MONFORTE DEL CID
03,Alicante,03089,MONOVAR/MONOVER,03089-MONOVAR/MONOVER
03,Alicante,03090,MUTXAMEL,03090-MUTXAMEL
03,Alicante,03091,MURLA,03091-MURLA
03,Alicante,03092,MURO DE ALCOY,03092-MURO DE ALCOY
03,Alicante,03093,NOVELDA,03093-NOVELDA
03,Alicante,03094,LA NUCIA,03094-LA NUCIA
03,Alicante,03095,ONDARA,03095-ONDARA
03,Alicante,03096,ONIL,03096-ONIL
03,Alicante,03097,ORBA,03097-ORBA
03,Alicante,03098,ORXETA,03098-ORXETA
03,Alicante,03099,ORIHUELA,03099-ORIHUELA
03,Alicante,03100,PARCENT,03100-PARCENT
03,Alicante,03101,PEDREGUER,03101-PEDREGUER
03,Alicante,03102,PEGO,03102-PEGO
03,Alicante,03103,PENAGUILA,03103-PENAGUILA
03,Alicante,03104,PETRER,03104-PETRER
03,Alicante,03105,EL PINOS / PINOSO,03105-EL PINOS / PINOSO
03,Alicante,03106,PLANES,03106-PLANES
03,Alicante,03107,POLOP,03107-POLOP
03,Alicante,03109,RAFAL,03109-RAFAL
03,Alicante,03110,EL RAFOL D'ALMUNIA,03110-EL RAFOL D'ALMUNIA
03,Alicante,03111,REDOVAN,03111-REDOVAN
03,Alicante,03112,RELLEU,03112-RELLEU
03,Alicante,03113,ROJALES,03113-ROJALES
03,Alicante,03114,LA ROMANA,03114-LA ROMANA
03,Alicante,03115,SAGRA,03115-SAGRA
03,Alicante,03116,SALINAS,03116-SALINAS
03,Alicante,03117,SANET Y NEGRALS,03117-SANET Y NEGRALS
03,Alicante,03118,SAN FULGENCIO,03118-SAN FULGENCIO
03,Alicante,03119,SANT JOAN D'ALACANT,03119-SANT JOAN D'ALACANT
03,Alicante,03120,SAN MIGUEL DE SALINAS,03120-SAN MIGUEL DE SALINAS
03,Alicante,03121,SANTA POLA,03121-SANTA POLA
03,Alicante,03122,SAN VICENTE DEL RASPEIG / SANT,03122-SAN VICENTE DEL RASPEIG / SANT
03,Alicante,03123,SAX,03123-SAX
03,Alicante,03124,SELLA,03124-SELLA
03,Alicante,03125,SENIJA,03125-SENIJA
03,Alicante,03126,ELS POBLETS,03126-ELS POBLETS
03,Alicante,03127,TARBENA,03127-TARBENA
03,Alicante,03128,TEULADA,03128-TEULADA
03,Alicante,03129,TIBI,03129-TIBI
03,Alicante,03130,TOLLOS,03130-TOLLOS
03,Alicante,03131,TORMOS,03131-TORMOS
03,Alicante,03132,TORREMANZANAS / LA TORRE DE,03132-TORREMANZANAS / LA TORRE DE
03,Alicante,03133,TORREVIEJA,03133-TORREVIEJA
03,Alicante,03134,LA VALL D' ALCALA,03134-LA VALL D' ALCALA
03,Alicante,03135,LA VALL D' EBO,03135-LA VALL D' EBO
03,Alicante,03136,VALL DE GALLINERA,03136-VALL DE GALLINERA
03,Alicante,03137,LA VALL DE LAGUAR,03137-LA VALL DE LAGUAR
03,Alicante,03138,EL VERGER,03138-EL VERGER
03,Alicante,03139,VILLAJOYOSA / LA VILA JOIOSA,03139-VILLAJOYOSA / LA VILA JOIOSA
03,Alicante,03140,VILLENA,03140-VILLENA
03,Alicante,03141,LOS MONTESINOS,03141-LOS MONTESINOS
03,Alicante,03142,PILAR DE LA HORADADA,03142-PILAR DE LA HORADADA
03,Alicante,03143,SAN ISIDRO,03143-SAN ISIDRO
03,Alicante,03900,ALICANTE/ALACANT,03900-ALICANTE/ALACANT
04,Almería,04001,ABLA,04001-ABLA
04,Almería,04002,ABRUCENA,04002-ABRUCENA
04,Almería,04003,ADRA,04003-ADRA
04,Almería,04004,ALBANCHEZ,04004-ALBANCHEZ
04,Almería,04005,ALBOLODUY,04005-ALBOLODUY
04,Almería,04006,ALBOX,04006-ALBOX
04,Almería,04007,ALCOLEA,04007-ALCOLEA
04,Almería,04008,ALCONTAR,04008-ALCONTAR
04,Almería,04009,ALCUDIA DE MONTEAGUD,04009-ALCUDIA DE MONTEAGUD
04,Almería,04010,ALHABIA,04010-ALHABIA
04,Almería,04011,ALHAMA DE ALMERIA,04011-ALHAMA DE ALMERIA
04,Almería,04012,ALICUN,04012-ALICUN
04,Almería,04014,ALMOCITA,04014-ALMOCITA
04,Almería,04015,ALSODUX,04015-ALSODUX
04,Almería,04016,ANTAS,04016-ANTAS
04,Almería,04017,ARBOLEAS,04017-ARBOLEAS
04,Almería,04018,ARMUÑA DEL ALMANZORA,04018-ARMUÑA DEL ALMANZORA
04,Almería,04019,BACARES,04019-BACARES
04,Almería,04020,BAYARCAL,04020-BAYARCAL
04,Almería,04021,BAYARQUE,04021-BAYARQUE
04,Almería,04022,BEDAR,04022-BEDAR
04,Almería,04023,BEIRES,04023-BEIRES
04,Almería,04024,BENAHADUX,04024-BENAHADUX
04,Almería,04026,BENITAGLA,04026-BENITAGLA
04,Almería,04027,BENIZALON,04027-BENIZALON
04,Almería,04028,BENTARIQUE,04028-BENTARIQUE
04,Almería,04029,BERJA,04029-BERJA
04,Almería,04030,CANJAYAR,04030-CANJAYAR
04,Almería,04031,CANTORIA,04031-CANTORIA
04,Almería,04032,CARBONERAS,04032-CARBONERAS
04,Almería,04033,CASTRO DE FILABRES,04033-CASTRO DE FILABRES
04,Almería,04034,COBDAR,04034-COBDAR
04,Almería,04035,CUEVAS DEL ALMANZORA,04035-CUEVAS DEL ALMANZORA
04,Almería,04036,CHERCOS,04036-CHERCOS
04,Almería,04037,CHIRIVEL,04037-CHIRIVEL
04,Almería,04038,DALIAS,04038-DALIAS
04,Almería,04040,LAS TRES VILLAS,04040-LAS TRES VILLAS
04,Almería,04041,ENIX,04041-ENIX
04,Almería,04043,FELIX,04043-FELIX
04,Almería,04044,FINES,04044-FINES
04,Almería,04045,FIÑANA,04045-FIÑANA
04,Almería,04046,FONDON,04046-FONDON
04,Almería,04047,GADOR,04047-GADOR
04,Almería,04048,LOS GALLARDOS,04048-LOS GALLARDOS
04,Almería,04049,GARRUCHA,04049-GARRUCHA
04,Almería,04050,GERGAL,04050-GERGAL
04,Almería,04051,HUECIJA,04051-HUECIJA
04,Almería,04052,HUERCAL DE ALMERIA,04052-HUERCAL DE ALMERIA
04,Almería,04053,HUERCAL-OVERA,04053-HUERCAL-OVERA
04,Almería,04054,ILLAR,04054-ILLAR
04,Almería,04055,INSTINCION,04055-INSTINCION
04,Almería,04056,LAROYA,04056-LAROYA
04,Almería,04057,LAUJAR DE ANDARAX,04057-LAUJAR DE ANDARAX
04,Almería,04058,LIJAR,04058-LIJAR
04,Almería,04059,LUBRIN,04059-LUBRIN
04,Almería,04060,LUCAINENA DE LAS TORRES,04060-LUCAINENA DE LAS TORRES
04,Almería,04061,LUCAR,04061-LUCAR
04,Almería,04062,MACAEL,04062-MACAEL
04,Almería,04063,MARIA,04063-MARIA
04,Almería,04064,MOJACAR,04064-MOJACAR
04,Almería,04065,NACIMIENTO,04065-NACIMIENTO
04,Almería,04066,NIJAR,04066-NIJAR
04,Almería,04067,OHANES,04067-OHANES
04,Almería,04068,OLULA DE CASTRO,04068-OLULA DE CASTRO
04,Almería,04069,OLULA DEL RIO,04069-OLULA DEL RIO
04,Almería,04070,ORIA,04070-ORIA
04,Almería,04071,PADULES,04071-PADULES
04,Almería,04072,PARTALOA,04072-PARTALOA
04,Almería,04073,PATERNA DEL RIO,04073-PATERNA DEL RIO
04,Almería,04074,PECHINA,04074-PECHINA
04,Almería,04075,PULPI,04075-PULPI
04,Almería,04076,PURCHENA,04076-PURCHENA
04,Almería,04077,RAGOL,04077-RAGOL
04,Almería,04078,RIOJA,04078-RIOJA
04,Almería,04079,ROQUETAS DE MAR,04079-ROQUETAS DE MAR
04,Almería,04080,SANTA CRUZ,04080-SANTA CRUZ
04,Almería,04081,SANTA FE DE MONDUJAR,04081-SANTA FE DE MONDUJAR
04,Almería,04082,SENES,04082-SENES
04,Almería,04083,SERON,04083-SERON
04,Almería,04084,SIERRO,04084-SIERRO
04,Almería,04085,SOMONTIN,04085-SOMONTIN
04,Almería,04086,SORBAS,04086-SORBAS
04,Almería,04087,SUFLI,04087-SUFLI
04,Almería,04088,TABERNAS,04088-TABERNAS
04,Almería,04089,TABERNO,04089-TABERNO
04,Almería,04090,TAHAL,04090-TAHAL
04,Almería,04091,TERQUE,04091-TERQUE
04,Almería,04092,TIJOLA,04092-TIJOLA
04,Almería,04093,TURRE,04093-TURRE
04,Almería,04094,TURRILLAS,04094-TURRILLAS
04,Almería,04095,ULEILA DEL CAMPO,04095-ULEILA DEL CAMPO
04,Almería,04096,URRACAL,04096-URRACAL
04,Almería,04097,VELEFIQUE,04097-VELEFIQUE
04,Almería,04098,VELEZ BLANCO,04098-VELEZ BLANCO
04,Almería,04099,VELEZ RUBIO,04099-VELEZ RUBIO
04,Almería,04100,VERA,04100-VERA
04,Almería,04101,VIATOR,04101-VIATOR
04,Almería,04102,VICAR,04102-VICAR
04,Almería,04103,ZURGENA,04103-ZURGENA
04,Almería,04104,EL EJIDO,04104-EL EJIDO
04,Almería,04105,LA MOJONERA,04105-LA MOJONERA
04,Almería,04106,BALANEGRA,04106-BALANEGRA
04,Almería,04900,ALMERIA,04900-ALMERIA
05,Avila,05001,ADANERO,05001-ADANERO
05,Avila,05002,LA ADRADA,05002-LA ADRADA
05,Avila,05005,ALBORNOS,05005-ALBORNOS
05,Avila,05007,ALDEANUEVA DE SANTA CRUZ,05007-ALDEANUEVA DE SANTA CRUZ
05,Avila,05008,ALDEASECA,05008-ALDEASECA
05,Avila,05010,LA ALDEHUELA,05010-LA ALDEHUELA
05,Avila,05012,AMAVIDA,05012-AMAVIDA
05,Avila,05013,EL ARENAL,05013-EL ARENAL
05,Avila,05014,ARENAS DE SAN PEDRO,05014-ARENAS DE SAN PEDRO
05,Avila,05015,AREVALILLO,05015-AREVALILLO
05,Avila,05016,AREVALO,05016-AREVALO
05,Avila,05017,AVEINTE,05017-AVEINTE
05,Avila,05018,AVELLANEDA,05018-AVELLANEDA
05,Avila,05021,EL BARCO DE AVILA,05021-EL BARCO DE AVILA
05,Avila,05022,BARRACO,05022-BARRACO
05,Avila,05023,BARROMAN,05023-BARROMAN
05,Avila,05024,BECEDAS,05024-BECEDAS
05,Avila,05025,BECEDILLAS,05025-BECEDILLAS
05,Avila,05026,BERCIAL DE ZAPARDIEL,05026-BERCIAL DE ZAPARDIEL
05,Avila,05027,LAS BERLANAS,05027-LAS BERLANAS
05,Avila,05029,BERNUY-ZAPARDIEL,05029-BERNUY-ZAPARDIEL
05,Avila,05030,BERROCALEJO DE ARAGONA,05030-BERROCALEJO DE ARAGONA
05,Avila,05033,BLASCOMILLAN,05033-BLASCOMILLAN
05,Avila,05034,BLASCONUÑO DE MATACABRAS,05034-BLASCONUÑO DE MATACABRAS
05,Avila,05035,BLASCOSANCHO,05035-BLASCOSANCHO
05,Avila,05036,EL BOHODON,05036-EL BOHODON
05,Avila,05037,BOHOYO,05037-BOHOYO
05,Avila,05038,BONILLA DE LA SIERRA,05038-BONILLA DE LA SIERRA
05,Avila,05039,BRABOS,05039-BRABOS
05,Avila,05040,BULARROS,05040-BULARROS
05,Avila,05041,BURGOHONDO,05041-BURGOHONDO
05,Avila,05042,CABEZAS DE ALAMBRE,05042-CABEZAS DE ALAMBRE
05,Avila,05043,CABEZAS DEL POZO,05043-CABEZAS DEL POZO
05,Avila,05044,CABEZAS DEL VILLAR,05044-CABEZAS DEL VILLAR
05,Avila,05045,CABIZUELA,05045-CABIZUELA
05,Avila,05046,CANALES,05046-CANALES
05,Avila,05047,CANDELEDA,05047-CANDELEDA
05,Avila,05048,CANTIVEROS,05048-CANTIVEROS
05,Avila,05049,CARDEÑOSA,05049-CARDEÑOSA
05,Avila,05051,LA CARRERA,05051-LA CARRERA
05,Avila,05052,CASAS DEL PUERTO,05052-CASAS DEL PUERTO
05,Avila,05053,CASASOLA,05053-CASASOLA
05,Avila,05054,CASAVIEJA,05054-CASAVIEJA
05,Avila,05055,CASILLAS,05055-CASILLAS
05,Avila,05056,CASTELLANOS DEL ZAPARDIEL,05056-CASTELLANOS DEL ZAPARDIEL
05,Avila,05057,CEBREROS,05057-CEBREROS
05,Avila,05058,CEPEDA LA MORA,05058-CEPEDA LA MORA
05,Avila,05059,CILLAN,05059-CILLAN
05,Avila,05060,CISLA,05060-CISLA
05,Avila,05061,LA COLILLA,05061-LA COLILLA
05,Avila,05062,COLLADO DE CONTRERAS,05062-COLLADO DE CONTRERAS
05,Avila,05063,COLLADO DEL MIRON,05063-COLLADO DEL MIRON
05,Avila,05064,CONSTANZANA,05064-CONSTANZANA
05,Avila,05065,CRESPOS,05065-CRESPOS
05,Avila,05066,CUEVAS DEL VALLE,05066-CUEVAS DEL VALLE
05,Avila,05067,CHAMARTIN,05067-CHAMARTIN
05,Avila,05069,DONJIMENO,05069-DONJIMENO
05,Avila,05070,DONVIDAS,05070-DONVIDAS
05,Avila,05072,ESPINOSA DE LOS CABALLEROS,05072-ESPINOSA DE LOS CABALLEROS
05,Avila,05073,FLORES DE AVILA,05073-FLORES DE AVILA
05,Avila,05074,FONTIVEROS,05074-FONTIVEROS
05,Avila,05075,FRESNEDILLA,05075-FRESNEDILLA
05,Avila,05076,EL FRESNO,05076-EL FRESNO
05,Avila,05077,FUENTE EL SAUZ,05077-FUENTE EL SAUZ
05,Avila,05078,FUENTES DE AÑO,05078-FUENTES DE AÑO
05,Avila,05079,GALLEGOS DE ALTAMIROS,05079-GALLEGOS DE ALTAMIROS
05,Avila,05080,GALLEGOS DE SOBRINOS,05080-GALLEGOS DE SOBRINOS
05,Avila,05081,GARGANTA DEL VILLAR,05081-GARGANTA DEL VILLAR
05,Avila,05082,GAVILANES,05082-GAVILANES
05,Avila,05083,GEMUÑO,05083-GEMUÑO
05,Avila,05084,GILBUENA,05084-GILBUENA
05,Avila,05085,GILGARCIA,05085-GILGARCIA
05,Avila,05086,GIMIALCON,05086-GIMIALCON
05,Avila,05087,GOTARRENDURA,05087-GOTARRENDURA
05,Avila,05088,GRANDES Y SAN MARTIN,05088-GRANDES Y SAN MARTIN
05,Avila,05089,GUISANDO,05089-GUISANDO
05,Avila,05090,GUTIERRE MUÑOZ,05090-GUTIERRE MUÑOZ
05,Avila,05092,HERNANSANCHO,05092-HERNANSANCHO
05,Avila,05093,EL HERRADON,05093-EL HERRADON
05,Avila,05094,HERRERO DE SUSO,05094-HERRERO DE SUSO
05,Avila,05095,HIGUERA DE LAS DUEÑAS,05095-HIGUERA DE LAS DUEÑAS
05,Avila,05096,LA HIJA DE DIOS,05096-LA HIJA DE DIOS
05,Avila,05097,LA HORCAJADA,05097-LA HORCAJADA
05,Avila,05099,HORCAJO DE LAS TORRES,05099-HORCAJO DE LAS TORRES
05,Avila,05100,EL HORNILLO,05100-EL HORNILLO
05,Avila,05101,HOYOCASERO,05101-HOYOCASERO
05,Avila,05102,EL HOYO DE PINARES,05102-EL HOYO DE PINARES
05,Avila,05103,HOYORREDONDO,05103-HOYORREDONDO
05,Avila,05104,HOYOS DEL COLLADO,05104-HOYOS DEL COLLADO
05,Avila,05105,HOYOS DEL ESPINO,05105-HOYOS DEL ESPINO
05,Avila,05106,HOYOS DE MIGUEL MUÑOZ,05106-HOYOS DE MIGUEL MUÑOZ
05,Avila,05107,HURTUMPASCUAL,05107-HURTUMPASCUAL
05,Avila,05108,JUNCIANA,05108-JUNCIANA
05,Avila,05109,LANGA,05109-LANGA
05,Avila,05110,LANZAHITA,05110-LANZAHITA
05,Avila,05112,EL LOSAR,05112-EL LOSAR
05,Avila,05113,LOS LLANOS DE TORMES,05113-LOS LLANOS DE TORMES
05,Avila,05114,MADRIGAL DE LAS ALTAS TORRES,05114-MADRIGAL DE LAS ALTAS TORRES
05,Avila,05115,MAELLO,05115-MAELLO
05,Avila,05116,MALPARTIDA DE CORNEJA,05116-MALPARTIDA DE CORNEJA
05,Avila,05117,MAMBLAS,05117-MAMBLAS
05,Avila,05118,MANCERA DE ARRIBA,05118-MANCERA DE ARRIBA
05,Avila,05119,MANJABALAGO,05119-MANJABALAGO
05,Avila,05120,MARLIN,05120-MARLIN
05,Avila,05121,MARTIHERRERO,05121-MARTIHERRERO
05,Avila,05122,MARTINEZ,05122-MARTINEZ
05,Avila,05123,MEDIANA DE VOLTOYA,05123-MEDIANA DE VOLTOYA
05,Avila,05124,MEDINILLA,05124-MEDINILLA
05,Avila,05125,MENGAMUÑOZ,05125-MENGAMUÑOZ
05,Avila,05126,MESEGAR DE CORNEJA,05126-MESEGAR DE CORNEJA
05,Avila,05127,MIJARES,05127-MIJARES
05,Avila,05128,MINGORRIA,05128-MINGORRIA
05,Avila,05129,EL MIRON,05129-EL MIRON
05,Avila,05130,MIRONCILLO,05130-MIRONCILLO
05,Avila,05131,MIRUEÑA DE LOS INFANZONES,05131-MIRUEÑA DE LOS INFANZONES
05,Avila,05132,MOMBELTRAN,05132-MOMBELTRAN
05,Avila,05133,MONSALUPE,05133-MONSALUPE
05,Avila,05134,MORALEJA DE MATACABRAS,05134-MORALEJA DE MATACABRAS
05,Avila,05135,MUÑANA,05135-MUÑANA
